Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID.1,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,% Acquired,Raised to Date,VC Round,Price per Share,Series,Deal Type,Deal Class,Total Invested Equity,Deal Status,Business Status,Financing Status,# Investors,# New Investors,# Follow-on Investors,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company Country,Year Founded
117535-06T,167166-10,Information Technology,Software,Multimedia and Design Software,"Business/Productivity Software, Multimedia and Design Software*","CloudTech & DevOps, TMT","design collaboration, design specifications, design specs, design workflow platform, design workflow software, sketch files, software design and development",Venture Capital-Backed,Generating Revenue,Venture Capital,129672-91P,"University of Iowa, Degree, 2000",4,117535-06T,2/14/2019,30.0,Actual,90.0,120.0,25.0,54.25,4th Round,8.5,Series C,Later Stage VC,Venture Capital,30.0,Completed,Generating Revenue,Venture Capital-Backed,4.0,1.0,3,104.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2015.0
106362-19T,167166-10,Information Technology,Software,Multimedia and Design Software,"Business/Productivity Software, Multimedia and Design Software*","CloudTech & DevOps, TMT","design collaboration, design specifications, design specs, design workflow platform, design workflow software, sketch files, software design and development",Venture Capital-Backed,Generating Revenue,Venture Capital,129672-91P,"University of Iowa, Degree, 2000",3,106362-19T,5/24/2018,16.0,Actual,60.0,76.0,21.05,24.25,3rd Round,4.08,Series B,Early Stage VC,Venture Capital,16.0,Completed,Generating Revenue,Venture Capital-Backed,3.0,1.0,2,104.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2015.0
90546-22T,167166-10,Information Technology,Software,Multimedia and Design Software,"Business/Productivity Software, Multimedia and Design Software*","CloudTech & DevOps, TMT","design collaboration, design specifications, design specs, design workflow platform, design workflow software, sketch files, software design and development",Venture Capital-Backed,Generating Revenue,Venture Capital,129672-91P,"University of Iowa, Degree, 2000",2,90546-22T,6/19/2017,6.0,Actual,19.0,25.0,24.0,8.25,2nd Round,1.72,Series A,Early Stage VC,Venture Capital,6.0,Completed,Startup,Venture Capital-Backed,2.0,1.0,1,104.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2015.0
78965-56T,167166-10,Information Technology,Software,Multimedia and Design Software,"Business/Productivity Software, Multimedia and Design Software*","CloudTech & DevOps, TMT","design collaboration, design specifications, design specs, design workflow platform, design workflow software, sketch files, software design and development",Venture Capital-Backed,Generating Revenue,Venture Capital,129672-91P,"University of Iowa, Degree, 2000",1,78965-56T,1/8/2016,2.25,Estimated,7.65,9.9,22.73,2.25,1st Round,0.9,No Categorization,Seed Round,Venture Capital,2.25,Completed,Startup,Venture Capital-Backed,5.0,5.0,0,104.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2015.0
100890-64T,167310-73,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Database Software, Vertical Market Software","Advanced Manufacturing, Big Data, CloudTech & DevOps, Internet of Things, TMT","advanced analytics, advances analytics, analytics application, cloud native, digital twins, global software, industrial internet of things, internet of things, prescriptive analytics",Angel-Backed,Generating Revenue,Pre-venture,148023-91P,"Master's, Computer Science",2,100890-64T,2/2/2018,6.24,Actual,41.66,47.9,13.03,7.01,Angel,6.43,Series A,Angel (individual),Individual,6.24,Completed,Generating Revenue,Angel-Backed,0.0,0.0,0,38.0,British Pounds (GBP),"Farnborough, United Kingdom",Europe,Western Europe,Farnborough,United Kingdom,2015.0
100890-37T,167310-73,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Database Software, Vertical Market Software","Advanced Manufacturing, Big Data, CloudTech & DevOps, Internet of Things, TMT","advanced analytics, advances analytics, analytics application, cloud native, digital twins, global software, industrial internet of things, internet of things, prescriptive analytics",Angel-Backed,Generating Revenue,Pre-venture,148023-91P,"Master's, Computer Science",1,100890-37T,1/15/2015,0.77,Actual,-1.0,-1.0,0.0,0.77,Angel,0.0,No Categorization,Angel (individual),Individual,0.77,Completed,Startup,Angel-Backed,0.0,0.0,0,38.0,British Pounds (GBP),"Farnborough, United Kingdom",Europe,Western Europe,Farnborough,United Kingdom,2015.0
77424-13T,167419-99,Healthcare,Healthcare Devices and Supplies,Monitoring Equipment,"Business/Productivity Software, Monitoring Equipment*, Other Healthcare Technology Systems","CloudTech & DevOps, Mobile, TMT","healthcare management app, hygiene management device, hygiene management platform, hygiene management services, hygiene management solutions",Formerly VC-backed,Generating Revenue,Venture Capital,148225-24P,,1,77424-13T,4/14/2016,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Seed Round,Venture Capital,18.2029600523903,Completed,Startup,Venture Capital-Backed,1.0,1.0,0,20.0,Euros (EUR),"Frankfurt, Germany",Europe,Western Europe,Frankfurt,Germany,2013.0
136995-31T,167419-99,Healthcare,Healthcare Devices and Supplies,Monitoring Equipment,"Business/Productivity Software, Monitoring Equipment*, Other Healthcare Technology Systems","CloudTech & DevOps, Mobile, TMT","healthcare management app, hygiene management device, hygiene management platform, hygiene management services, hygiene management solutions",Formerly VC-backed,Generating Revenue,Venture Capital,148225-33P,,2,136995-31T,11/28/2018,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,2nd Round,0.0,No Categorization,Later Stage VC,Venture Capital,18.2029600523903,Completed,Startup,Venture Capital-Backed,1.0,1.0,0,20.0,Euros (EUR),"Frankfurt, Germany",Europe,Western Europe,Frankfurt,Germany,2013.0
77620-87T,167601-70,Information Technology,Software,Application Software,"Application Software*, Software Development Applications","CloudTech & DevOps, Mobile, TMT","mobile application, mobile application developer, mobile application software",Formerly Angel backed,Out of Business,Pre-venture,148561-93P,,1,77620-87T,10/10/2016,0.2,Actual,-1.0,-1.0,0.0,0.2,Angel,0.0,No Categorization,Angel (individual),Individual,0.2,Completed,Startup,Angel-Backed,0.0,0.0,0,40.0,US Dollars (USD),"Blue Springs, MO",Americas,North America,Blue Springs,United States,2016.0
88891-66T,167675-95,Information Technology,Software,Software Development Applications,"Automation/Workflow Software, Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, Internet of Things, SaaS, TMT","iot product design, iot product development platform, iot product development software, product development platform, product development software, sdk development, testing platform, virtual testing platform",Formerly VC-backed,Out of Business,Venture Capital,148696-84P,,1,88891-66T,2/23/2017,2.0,Actual,-1.0,-1.0,0.0,2.0,1st Round,0.0,No Categorization,Seed Round,Venture Capital,2.0,Completed,Startup,Venture Capital-Backed,1.0,1.0,0,40.0,US Dollars (USD),"Tel Aviv-Yafo, Israel",Middle East,Middle East,Tel Aviv-Yafo,Israel,2016.0
124635-43T,167781-25,Information Technology,Software,Network Management Software,"Application Software, Network Management Software*","CloudTech & DevOps, Cybersecurity, Mobile, TMT","application security, automated application testing, security application, security testing software, web security application",Venture Capital-Backed,Generating Revenue,Venture Capital,148902-58P,"Technische Universität München, MS (Master of Science), Informatics, Economics",3,124635-43T,4/1/2018,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Seed Round,Venture Capital,18.2029600523903,Completed,Generating Revenue,Angel-Backed,7.0,7.0,0,40.0,Euros (EUR),"Munich, Germany",Europe,Western Europe,Munich,Germany,2017.0
124635-61T,167781-25,Information Technology,Software,Network Management Software,"Application Software, Network Management Software*","CloudTech & DevOps, Cybersecurity, Mobile, TMT","application security, automated application testing, security application, security testing software, web security application",Venture Capital-Backed,Generating Revenue,Venture Capital,148902-58P,"Technische Universität München, MS (Master of Science), Informatics, Economics",4,124635-61T,9/1/2019,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,2nd Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,2.0,2.0,0,40.0,Euros (EUR),"Munich, Germany",Europe,Western Europe,Munich,Germany,2017.0
129435-04T,167784-04,Information Technology,Computer Hardware,"Computers, Parts and Peripherals","Application Software, Computers, Parts and Peripherals*, IT Consulting and Outsourcing","CloudTech & DevOps, SaaS","cloud application access, cloud-based app platform, it infrastructure services, personal cloud platform, private cloud network",Venture Capital-Backed,Generating Revenue,Venture Capital,148923-82P,,3,129435-04T,12/1/2016,0.03,Actual,-1.0,-1.0,0.0,36.71123722431411,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Startup,Accelerator/Incubator Backed,1.0,1.0,0,7.0,Euros (EUR),"Munich, Germany",Europe,Western Europe,Munich,Germany,2016.0
132730-21T,167784-04,Information Technology,Computer Hardware,"Computers, Parts and Peripherals","Application Software, Computers, Parts and Peripherals*, IT Consulting and Outsourcing","CloudTech & DevOps, SaaS","cloud application access, cloud-based app platform, it infrastructure services, personal cloud platform, private cloud network",Venture Capital-Backed,Generating Revenue,Venture Capital,148923-82P,,4,132730-21T,10/15/2019,17.205997603355303,Actual,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Seed Round,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,7.0,Euros (EUR),"Munich, Germany",Europe,Western Europe,Munich,Germany,2016.0
77856-04T,167788-00,Information Technology,Software,Database Software,"Business/Productivity Software, Database Software*","Big Data, CloudTech & DevOps, SaaS, TMT","cloud database, database infrastructure, database processing, database software provider, mysql database sevice",Venture Capital-Backed,Generating Revenue,Venture Capital,40091-50P,"Degree, 2002, Computer Science",1,77856-04T,5/1/2015,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Later Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,18.0,US Dollars (USD),"Broomfield, CO",Americas,North America,Broomfield,United States,2006.0
78209-65T,168029-47,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Software Development Applications","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","automation platform, data converter, web crawler, web scrapers, web scraping platform",Venture Capital-Backed,Generating Revenue,Venture Capital,149493-52P,"MS (Master of Science), Computer Science; Trinity College, Ph.D. (Doctor of Philosophy), Artificial Intelligence",2,78209-65T,10/25/2016,0.25,Actual,2.21,2.46,10.0,0.25,1st Round,0.0,No Categorization,Seed Round,Venture Capital,0.25,Completed,Startup,Venture Capital-Backed,3.0,3.0,0,35.0,Czech Krona (CZK),"Prague, Czech Republic",Europe,Eastern Europe,Prague,Czech Republic,2015.0
78209-56T,168029-47,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Software Development Applications","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","automation platform, data converter, web crawler, web scrapers, web scraping platform",Venture Capital-Backed,Generating Revenue,Venture Capital,149493-52P,"MS (Master of Science), Computer Science; Trinity College, Ph.D. (Doctor of Philosophy), Artificial Intelligence",1,78209-56T,8/1/2015,0.01,Actual,-1.0,-1.0,0.0,36.71123722431411,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Startup,Accelerator/Incubator Backed,1.0,1.0,0,35.0,US Dollars (USD),"Prague, Czech Republic",Europe,Eastern Europe,Prague,Czech Republic,2015.0
134857-90T,168029-47,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Software Development Applications","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","automation platform, data converter, web crawler, web scrapers, web scraping platform",Venture Capital-Backed,Generating Revenue,Venture Capital,149494-51P,Ph.D. (Doctor of Philosophy),3,134857-90T,6/12/2018,17.205997603355303,Actual,-1.0,-1.0,0.0,0.25,2nd Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,0.0,1,35.0,Czech Krona (CZK),"Prague, Czech Republic",Europe,Eastern Europe,Prague,Czech Republic,2015.0
82681-12T,168040-63,Information Technology,Software,Application Software,"Application Software*, Business/Productivity Software","CloudTech & DevOps, Mobile, SaaS, TMT","app developer, app development, dating app, dating application, niche-dating application",Accelerator/Incubator Backed,Startup,Pre-venture,,,3,82681-12T,2/19/2017,0.1,Actual,0.4,0.5,20.0,0.1,Angel,0.0,No Categorization,Angel (individual),Individual,0.1,Completed,Startup,Accelerator/Incubator Backed,2.0,2.0,0,5.0,British Pounds (GBP),"Manchester, United Kingdom",Europe,Western Europe,Manchester,United Kingdom,2014.0
78905-26T,168040-63,Information Technology,Software,Application Software,"Application Software*, Business/Productivity Software","CloudTech & DevOps, Mobile, SaaS, TMT","app developer, app development, dating app, dating application, niche-dating application",Accelerator/Incubator Backed,Startup,Pre-venture,,,2,78905-26T,4/27/2016,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,Angel,0.0,No Categorization,Angel (individual),Individual,18.2029600523903,Completed,Startup,Angel-Backed,1.0,1.0,0,5.0,British Pounds (GBP),"Manchester, United Kingdom",Europe,Western Europe,Manchester,United Kingdom,2014.0
